Episode,Total_Reward,Cumulative_Reward,Epsilon,Learning_Rate,Gamma,Batch_Size,Epsilon_Decay,Steps_Per_Episode,ON_Percent,OFF_Percent
255,62.719999999999835,9374.419466592408,9.486762582862336e-112,0.001,0.99,64,0.995,200,17.5,82.5
256,22.164653152922966,9396.584119745334,3.481241732640469e-112,0.001,0.99,64,0.995,200,20.5,79.5
257,-0.9011190395939195,9395.683000705732,1.2774688831119728e-112,0.001,0.99,64,0.995,200,16.0,84.0
258,75.28000294931873,9470.963003655004,4.6877719866972916e-113,0.001,0.99,64,0.995,200,10.5,89.5
259,72.81159108767156,9543.77459474263,1.720214596987386e-113,0.001,0.99,64,0.995,200,11.0,89.0
260,25.64589083027732,9569.420485572895,6.312462014120474e-114,0.001,0.99,64,0.995,200,19.0,81.0
261,24.2478297137671,9593.668315286654,2.3164073104308214e-114,0.001,0.99,64,0.995,200,25.0,75.0
262,33.449697630029206,9627.11801291668,8.500237808662628e-115,0.001,0.99,64,0.995,200,21.0,79.0
263,55.9409141155379,9683.058927032216,3.1192287504212446e-115,0.001,0.99,64,0.995,200,26.0,74.0
264,54.895567500772074,9737.954494532982,1.1446253877202143e-115,0.001,0.99,64,0.995,200,26.5,73.5
265,21.347054448585624,9759.301548981575,4.200292389702791e-116,0.001,0.99,64,0.995,200,20.0,80.0
266,52.659127656912,9811.960676638488,1.5413301459383322e-116,0.001,0.99,64,0.995,200,11.0,89.0
267,38.68848487639442,9850.649161514888,5.656031529144055e-117,0.001,0.99,64,0.995,200,22.5,77.5
268,48.59132920836866,9899.240490723263,2.0755250095492247e-117,0.001,0.99,64,0.995,200,24.5,75.5
269,24.692791008774226,9923.933281732037,7.616301364423656e-118,0.001,0.99,64,0.995,200,22.0,78.0
270,23.193558366672516,9947.126840098705,2.794861358298939e-118,0.001,0.99,64,0.995,200,16.0,84.0
271,27.879140686886647,9975.00598078559,1.0255962360680155e-118,0.001,0.99,64,0.995,200,20.0,80.0
272,59.453929211868456,10034.45990999744,3.76350560758074e-119,0.001,0.99,64,0.995,200,15.0,85.0
273,52.79581460021118,10087.255724597637,1.3810478198120418e-119,0.001,0.99,64,0.995,200,25.5,74.5
274,2.934680738484008,10090.190405336118,5.067862996578986e-120,0.001,0.99,64,0.995,200,10.5,89.5
275,31.013765189331973,10121.204170525452,1.8596919660312698e-120,0.001,0.99,64,0.995,200,10.5,89.5
276,41.68970156353223,10162.893872088986,6.824285129364882e-121,0.001,0.99,64,0.995,200,12.5,87.5
277,34.12415293248463,10197.018025021474,2.5042248059100133e-121,0.001,0.99,64,0.995,200,21.0,79.0
278,32.73364462410678,10229.751669645577,9.189448798893717e-122,0.001,0.99,64,0.995,200,24.0,76.0
279,47.4572479941452,10277.208917639735,3.3721401141061816e-122,0.001,0.99,64,0.995,200,10.0,90.0
280,65.59999999999984,10342.808917639695,1.2374331908278334e-122,0.001,0.99,64,0.995,200,15.5,84.5
281,63.439999999999834,10406.248917639658,4.540857882378419e-123,0.001,0.99,64,0.995,200,17.0,83.0
282,35.9100926038355,10442.159010243486,1.66630331728568e-123,0.001,0.99,64,0.995,200,21.0,79.0
283,53.52417732025622,10495.683187563729,6.114630356462396e-124,0.001,0.99,64,0.995,200,18.5,81.5
284,25.800699834848988,10521.483887398581,2.243811436268135e-124,0.001,0.99,64,0.995,200,22.0,78.0
285,38.07055155439894,10559.554438952979,8.233841570172166e-125,0.001,0.99,64,0.995,200,16.5,83.5
286,41.817995944219966,10601.372434897201,3.0214725670287415e-125,0.001,0.99,64,0.995,200,14.000000000000002,86.0
287,70.35999999999983,10671.732434897156,1.1087529916022372e-125,0.001,0.99,64,0.995,200,13.5,86.5
288,64.1518000849189,10735.884234982057,4.068655826307283e-126,0.001,0.99,64,0.995,200,13.5,86.5
289,20.931362795099915,10756.815597777155,1.4930250793752007e-126,0.001,0.99,64,0.995,200,14.499999999999998,85.5
290,11.578008036059082,10768.393605813224,5.478772309100608e-127,0.001,0.99,64,0.995,200,17.0,83.0
291,-38.39848026779175,10729.995125545442,2.0104783522811997e-127,0.001,0.99,64,0.995,200,20.5,79.5
292,35.68670225659536,10765.681827802033,7.377607567807222e-128,0.001,0.99,64,0.995,200,13.0,87.0
293,40.115619105463296,10805.797446907489,2.707270802633023e-128,0.001,0.99,64,0.995,200,14.000000000000002,86.0
294,58.31975290716767,10864.117199814624,9.934541965570668e-129,0.001,0.99,64,0.995,200,20.5,79.5
295,81.59999999999985,10945.71719981457,3.645557879533008e-129,0.001,0.99,64,0.995,200,8.0,92.0
296,60.87589910732774,11006.593098921863,1.3377659784500968e-129,0.001,0.99,64,0.995,200,17.0,83.0
297,33.595237484734895,11040.188336406602,4.909036894314219e-130,0.001,0.99,64,0.995,200,20.0,80.0
298,57.54635446981984,11097.734690876412,1.8014094855109332e-130,0.001,0.99,64,0.995,200,11.0,89.0
299,27.2821830439504,11125.016873920355,6.610413008399479e-131,0.001,0.99,64,0.995,200,24.0,76.0
300,67.83301568639045,11192.849889606749,2.4257427582725923e-131,0.001,0.99,64,0.995,200,11.0,89.0
301,29.40505028878511,11222.254939895543,8.90145278643735e-132,0.001,0.99,64,0.995,200,15.5,84.5
302,46.563133997599685,11268.818073893159,3.266457724709371e-132,0.001,0.99,64,0.995,200,12.0,88.0
303,34.635497381545214,11303.453571274715,1.1986522114199619e-132,0.001,0.99,64,0.995,200,14.000000000000002,86.0
304,26.973656823756876,11330.42722809846,4.3985480450992204e-133,0.001,0.99,64,0.995,200,19.0,81.0
305,50.19682918585349,11380.624057284314,1.6140816093875018e-133,0.001,0.99,64,0.995,200,12.0,88.0
306,57.144229215622914,11437.768286499926,5.922998714691037e-134,0.001,0.99,64,0.995,200,9.0,91.0
307,56.83617207133724,11494.60445857125,2.17349070642991e-134,0.001,0.99,64,0.995,200,16.5,83.5
308,49.24737903122424,11543.851837602455,7.97579415173588e-135,0.001,0.99,64,0.995,200,8.5,91.5
309,-0.9367930102742374,11542.915044592186,2.926780048457302e-135,0.001,0.99,64,0.995,200,17.0,83.0
310,39.1723227589963,11582.087367351192,1.0740048312534972e-135,0.001,0.99,64,0.995,200,26.0,74.0
311,74.99999999999984,11657.087367351143,3.941144734001628e-136,0.001,0.99,64,0.995,200,11.0,89.0
312,40.640601516250356,11697.727968867397,1.44623388669679e-136,0.001,0.99,64,0.995,200,12.5,87.5
313,64.58544821591099,11762.313417083313,5.307068367688229e-137,0.001,0.99,64,0.995,200,9.0,91.0
314,62.11620924511806,11824.429626328412,1.947470247958719e-137,0.001,0.99,64,0.995,200,13.0,87.0
315,58.39999999999986,11882.82962632838,7.146394400674505e-138,0.001,0.99,64,0.995,200,20.5,79.5
316,49.648754658034676,11932.478380986406,2.6224253224675944e-138,0.001,0.99,64,0.995,200,17.0,83.0
317,54.06365448979435,11986.542035476185,9.623194839722487e-139,0.001,0.99,64,0.995,200,26.5,73.5
318,23.440237385930086,12009.98227286213,3.531306616431053e-139,0.001,0.99,64,0.995,200,22.0,78.0
319,37.076693977360684,12047.05896683949,1.2958405838127394e-139,0.001,0.99,64,0.995,200,18.5,81.5
320,52.32240903666198,12099.381375876157,4.755188379402877e-140,0.001,0.99,64,0.995,200,10.0,90.0
321,61.19999999999983,12160.581375876134,1.7449535696032621e-140,0.001,0.99,64,0.995,200,27.500000000000004,72.5
322,22.855190816737505,12183.436566692857,6.403243609149129e-141,0.001,0.99,64,0.995,200,22.5,77.5
323,14.681893805581971,12198.11846049844,2.3497203267953654e-141,0.001,0.99,64,0.995,200,22.0,78.0
324,73.91999999999983,12272.038460498392,8.622482527865255e-142,0.001,0.99,64,0.995,200,12.0,88.0
325,41.549054466745254,12313.587514965142,3.16408740629737e-142,0.001,0.99,64,0.995,200,9.5,90.5
326,80.03356724101057,12393.621082206098,1.1610866223660813e-142,0.001,0.99,64,0.995,200,8.0,92.0
327,31.17486839706972,12424.795950603166,4.2606981777885e-143,0.001,0.99,64,0.995,200,27.0,73.0
328,41.912863714952,12466.708814318119,1.5634965223539162e-143,0.001,0.99,64,0.995,200,12.5,87.5
329,18.576442686192134,12485.285257004316,5.73737278119431e-144,0.001,0.99,64,0.995,200,15.0,85.0
330,49.473090209143955,12534.758347213461,2.1053738182180665e-144,0.001,0.99,64,0.995,200,14.000000000000002,86.0
331,49.004839369615176,12583.763186583074,7.725833902526053e-145,0.001,0.99,64,0.995,200,19.5,80.5
332,43.602675953283764,12627.365862536348,2.8350551798891315e-145,0.001,0.99,64,0.995,200,27.0,73.0
333,12.233147380262343,12639.599009916612,1.0403456732856016e-145,0.001,0.99,64,0.995,200,25.5,74.5
334,23.10374232829309,12662.702752244899,3.8176298211112745e-146,0.001,0.99,64,0.995,200,12.0,88.0
335,43.067402513010606,12705.770154757909,1.4009091233118523e-146,0.001,0.99,64,0.995,200,16.5,83.5
336,71.27999999999983,12777.050154757862,5.140745603268316e-147,0.001,0.99,64,0.995,200,12.5,87.5
337,5.94280754595824,12782.992962303819,1.8864368086237125e-147,0.001,0.99,64,0.995,200,20.0,80.0
338,60.07999999999985,12843.07296230379,6.922427421166202e-148,0.001,0.99,64,0.995,200,23.5,76.5
339,49.57752910478771,12892.650491408584,2.5402388875286378e-148,0.001,0.99,64,0.995,200,18.5,81.5
340,44.615853195482465,12937.266344604062,9.321605288316108e-149,0.001,0.99,64,0.995,200,17.0,83.0
341,-1.875746392445632,12935.390598211618,3.4206359715915967e-149,0.001,0.99,64,0.995,200,18.5,81.5
342,-0.3288324148689825,12935.061765796752,1.2552291250534236e-149,0.001,0.99,64,0.995,200,19.0,81.0
343,32.95007365995732,12968.011839456714,4.6061614549684723e-150,0.001,0.99,64,0.995,200,18.0,82.0
344,0.17228674093514496,12968.184126197651,1.6902669740342622e-150,0.001,0.99,64,0.995,200,21.5,78.5
345,61.639999999999844,13029.824126197624,6.202566869272931e-151,0.001,0.99,64,0.995,200,24.5,75.5
346,17.010370321258293,13046.834496518884,2.2760804274592854e-151,0.001,0.99,64,0.995,200,11.5,88.5
347,81.59999999999985,13128.43449651883,8.352255157340232e-152,0.001,0.99,64,0.995,200,8.0,92.0
348,65.59999999999984,13194.03449651879,3.0649253590387185e-152,0.001,0.99,64,0.995,200,15.5,84.5
349,58.35999999999985,13252.394496518762,1.1246983335061384e-152,0.001,0.99,64,0.995,200,24.0,76.0
350,35.93118276827015,13288.325679287045,4.127168505624623e-153,0.001,0.99,64,0.995,200,14.499999999999998,85.5
351,27.43122048069958,13315.75689976776,1.514496764720853e-153,0.001,0.99,64,0.995,200,23.0,77.0
352,75.2099551105985,13390.96685487832,5.557564337932919e-154,0.001,0.99,64,0.995,200,9.0,91.0
353,37.25426223416309,13428.22111711246,2.0393917035508898e-154,0.001,0.99,64,0.995,200,12.0,88.0
354,49.05293359668542,13477.274050709131,7.483707371814515e-155,0.001,0.99,64,0.995,200,25.0,75.0
355,66.31999999999984,13543.59405070909,2.7462049555971114e-155,0.001,0.99,64,0.995,200,15.5,84.5
356,68.47292999705132,13612.066980706102,1.007741388519521e-155,0.001,0.99,64,0.995,200,14.000000000000002,86.0
357,29.9576118011285,13642.02459250724,3.697985847944262e-156,0.001,0.99,64,0.995,200,21.5,78.5
358,64.87999999999984,13706.9045925072,1.3570048315358195e-156,0.001,0.99,64,0.995,200,16.0,84.0
359,22.095596604331618,13729.000189111528,4.979635370522685e-157,0.001,0.99,64,0.995,200,22.5,77.5
360,33.691876233369484,13762.692065344892,1.8273161485575792e-157,0.001,0.99,64,0.995,200,15.5,84.5
361,49.839750382956346,13812.531815727834,6.705479534797373e-158,0.001,0.99,64,0.995,200,21.0,79.0
362,57.95999999999985,13870.491815727803,2.4606281637186383e-158,0.001,0.99,64,0.995,200,12.5,87.5
363,40.56506674889932,13911.05688247671,9.029467510362499e-159,0.001,0.99,64,0.995,200,9.0,91.0
364,17.56755146522805,13928.624433941925,3.3134337289498203e-159,0.001,0.99,64,0.995,200,19.0,81.0
365,45.09548654115274,13973.719920483083,1.2158904236094367e-159,0.001,0.99,64,0.995,200,16.5,83.5
366,78.47999999999986,14052.199920483028,4.4618050130542565e-160,0.001,0.99,64,0.995,200,9.0,91.0
367,40.91677917300613,14093.116699656035,1.6372942485572814e-160,0.001,0.99,64,0.995,200,16.0,84.0
368,45.40984699581332,14138.526546651854,6.008179309753607e-161,0.001,0.99,64,0.995,200,21.5,78.5
369,61.39999999999984,14199.926546651825,2.2047483920474115e-161,0.001,0.99,64,0.995,200,22.5,77.5
370,47.2026289752654,14247.129175627088,8.090496673999866e-162,0.001,0.99,64,0.995,200,24.0,76.0
371,47.026669215823226,14294.155844842902,2.96887103617379e-162,0.001,0.99,64,0.995,200,9.0,91.0
372,9.536447601771215,14303.692292444672,1.0894504484202419e-162,0.001,0.99,64,0.995,200,7.5,92.5
373,52.37448841503378,14356.0667808597,3.99782363430888e-163,0.001,0.99,64,0.995,200,10.5,89.5
374,-5.487667938862294,14350.57911292084,1.4670326524913767e-163,0.001,0.99,64,0.995,200,24.5,75.5
375,60.55429776700483,14411.133410687826,5.383391065593968e-164,0.001,0.99,64,0.995,200,26.0,74.0
376,48.59990913094236,14459.73331981878,1.975477458930473e-164,0.001,0.99,64,0.995,200,13.5,86.5
377,33.66746464875584,14493.400784467533,7.2491690519827e-165,0.001,0.99,64,0.995,200,10.0,90.0
378,49.46333501152699,14542.864119479054,2.6601392846403144e-165,0.001,0.99,64,0.995,200,13.5,86.5
379,33.45944470892554,14576.323564187976,9.761589173798155e-166,0.001,0.99,64,0.995,200,13.5,86.5
380,35.279301644937746,14611.602865832914,3.582091499802706e-166,0.001,0.99,64,0.995,200,25.0,75.0
381,38.84416485359932,14650.447030686511,1.3144764939914208e-166,0.001,0.99,64,0.995,200,20.5,79.5
382,61.99999999999984,14712.447030686475,4.8235743094534115e-167,0.001,0.99,64,0.995,200,18.0,82.0
383,26.718149431708923,14739.16518011818,1.770048321531325e-167,0.001,0.99,64,0.995,200,23.5,76.5
384,33.466324206075555,14772.631504324256,6.495330764191924e-168,0.001,0.99,64,0.995,200,13.0,87.0
385,56.31999999999986,14828.95150432423,2.383512428618828e-168,0.001,0.99,64,0.995,200,23.0,77.0
386,49.890818744462216,14878.842323068693,8.746485288632111e-169,0.001,0.99,64,0.995,200,12.0,88.0
387,7.578253896111184,14886.420576964794,3.209591189276405e-169,0.001,0.99,64,0.995,200,19.5,80.5
388,26.663681409919217,14913.08425837472,1.177784591448368e-169,0.001,0.99,64,0.995,200,21.5,78.5
389,48.58830050566578,14961.672558880358,4.321972681405364e-170,0.001,0.99,64,0.995,200,18.0,82.0
390,14.688581062459578,14976.361139942828,1.5859816807285154e-170,0.001,0.99,64,0.995,200,16.5,83.5
391,23.657238087251113,15000.018378030085,5.819883828577417e-171,0.001,0.99,64,0.995,200,23.0,77.0
392,29.544914247097914,15029.563292277191,2.135651892434116e-171,0.001,0.99,64,0.995,200,14.000000000000002,86.0
393,68.34816463611472,15097.911456913302,7.836941664129898e-172,0.001,0.99,64,0.995,200,9.5,90.5
394,49.31749356734162,15147.22895048063,2.875827042064151e-172,0.001,0.99,64,0.995,200,24.0,76.0
395,60.33420469758321,15207.56315517818,1.0553072270170672e-172,0.001,0.99,64,0.995,200,11.0,89.0
396,56.50185036949246,15264.065005547669,3.872532412780647e-173,0.001,0.99,64,0.995,200,11.5,88.5
397,25.55334481170125,15289.618350359364,1.421056058757965e-173,0.001,0.99,64,0.995,200,25.0,75.0
398,80.83999999999985,15370.45835035931,5.214676358725947e-174,0.001,0.99,64,0.995,200,8.5,91.5
399,1.2283699170590858,15371.68672027637,1.913566277605015e-174,0.001,0.99,64,0.995,200,16.5,83.5
400,47.970523577572365,15419.657243853952,7.021981129585866e-175,0.001,0.99,64,0.995,200,15.0,85.0
401,59.23073275195624,15478.887976605907,2.576770899515078e-175,0.001,0.99,64,0.995,200,9.0,91.0
402,23.8275833815267,15502.71555998743,9.455662363734295e-176,0.001,0.99,64,0.995,200,23.0,77.0
403,46.14790588643519,15548.863465873861,3.469829263974035e-176,0.001,0.99,64,0.995,200,12.0,88.0
404,59.119999999999855,15607.983465873835,1.2732809884696205e-176,0.001,0.99,64,0.995,200,24.0,76.0
405,17.434791559452414,15625.418257433266,4.672404179741521e-177,0.001,0.99,64,0.995,200,26.0,74.0
406,60.639999999999844,15686.058257433238,1.7145752600221864e-177,0.001,0.99,64,0.995,200,24.5,75.5
407,13.674322789630821,15699.732580222864,6.291768026033175e-178,0.001,0.99,64,0.995,200,16.5,83.5
408,45.75718945939193,15745.489769682263,2.3088134896394797e-178,0.001,0.99,64,0.995,200,15.0,85.0
409,64.87999999999984,15810.369769682224,8.472371689300938e-179,0.001,0.99,64,0.995,200,16.0,84.0
410,39.50780328323763,15849.877572965459,3.109003059960319e-179,0.001,0.99,64,0.995,200,16.5,83.5
411,63.91999999999983,15913.797572965432,1.1408729906230262e-179,0.001,0.99,64,0.995,200,25.0,75.0
412,58.91386916600021,15972.711442131409,4.186522675052435e-180,0.001,0.99,64,0.995,200,27.0,73.0
413,21.146603173968714,15993.858045305384,1.536277241444448e-180,0.001,0.99,64,0.995,200,18.0,82.0
414,45.54182788075844,16039.399873186137,5.637489500879392e-181,0.001,0.99,64,0.995,200,27.0,73.0
415,53.61447898556339,16093.014352171687,2.0687208672468378e-181,0.001,0.99,64,0.995,200,24.0,76.0
416,65.1862106929456,16158.200562864595,7.591333032043675e-182,0.001,0.99,64,0.995,200,13.5,86.5
417,33.44083653382364,16191.64139939843,2.7856990334366435e-182,0.001,0.99,64,0.995,200,24.0,76.0
418,32.113291264873546,16223.754690663287,1.0222340492945992e-182,0.001,0.99,64,0.995,200,23.5,76.5
419,49.69749870995045,16273.452189373242,3.751167800234655e-183,0.001,0.99,64,0.995,200,9.5,90.5
420,39.07080658821285,16312.522995961464,1.3765203649034477e-183,0.001,0.99,64,0.995,200,23.0,77.0
421,25.185529936085494,16337.708525897542,5.051249146666787e-184,0.001,0.99,64,0.995,200,23.0,77.0
422,42.491807797842526,16380.200333695386,1.8535953838570058e-184,0.001,0.99,64,0.995,200,20.0,80.0
423,61.43999999999984,16441.6403336956,6.801913244218459e-185,0.001,0.99,64,0.995,200,12.5,87.5
424,58.879999999999846,16500.52033369585,2.4960152676687702e-185,0.001,0.99,64,0.995,200,15.5,84.5
425,80.63999999999983,16581.160333695974,9.159323256189879e-186,0.001,0.99,64,0.995,200,7.5,92.5
426,19.782192565369126,16600.942526261366,3.361085310577264e-186,0.001,0.99,64,0.995,200,21.5,78.5
427,28.630205184165717,16629.572731445565,1.2333765442052506e-186,0.001,0.99,64,0.995,200,19.0,81.0
428,62.71999999999984,16692.29273144583,4.5259717002970625e-187,0.001,0.99,64,0.995,200,17.5,82.5
429,53.51999999999987,16745.812731446073,1.6608407163352849e-187,0.001,0.99,64,0.995,200,20.0,80.0
430,22.04993722660595,16767.86266867267,6.094584915005238e-188,0.001,0.99,64,0.995,200,16.0,84.0
431,39.00489890498315,16806.867567577647,2.2364556047354775e-188,0.001,0.99,64,0.995,200,9.5,90.5
432,39.8305305609495,16846.698098138608,8.206848771010089e-189,0.001,0.99,64,0.995,200,23.0,77.0
433,65.67999999999984,16912.37809813883,3.0115673482459314e-189,0.001,0.99,64,0.995,200,13.5,86.5
434,74.39999999999984,16986.778098139035,1.105118194093977e-189,0.001,0.99,64,0.995,200,11.5,88.5
435,60.15999999999985,17046.938098139293,4.0553176525468135e-190,0.001,0.99,64,0.995,200,18.5,81.5
436,62.51999999999984,17109.458098139545,1.488130532186252e-190,0.001,0.99,64,0.995,200,22.5,77.5
437,61.54670975237836,17171.004807891895,5.4608113853526895e-191,0.001,0.99,64,0.995,200,10.0,90.0
438,23.55814388076932,17194.562951772692,2.0038874508264764e-191,0.001,0.99,64,0.995,200,19.0,81.0
439,12.568396565199523,17207.13134833789,7.353421739396857e-192,0.001,0.99,64,0.995,200,23.5,76.5
440,29.34408155649439,17236.475429894388,2.698395623722914e-192,0.001,0.99,64,0.995,200,21.5,78.5
441,66.47999999999983,17302.955429894653,9.901973802367825e-193,0.001,0.99,64,0.995,200,15.0,85.0
442,48.63661722180549,17351.592047116443,3.6336067373064683e-193,0.001,0.99,64,0.995,200,9.0,91.0
443,66.16146635915345,17417.753513475713,1.3333804133315072e-193,0.001,0.99,64,0.995,200,13.0,87.0
444,52.39999999999987,17470.153513475954,4.89294372008466e-194,0.001,0.99,64,0.995,200,20.0,80.0
445,19.274339303060895,17489.427852779052,1.795503969350996e-194,0.001,0.99,64,0.995,200,25.0,75.0
446,49.98161129948392,17539.409464078522,6.588742254937286e-195,0.001,0.99,64,0.995,200,14.499999999999998,85.5
447,47.88822162728505,17587.297685705813,2.4177905057869416e-195,0.001,0.99,64,0.995,200,16.5,83.5
448,42.3149476046048,17629.612633310444,8.872271373937835e-196,0.001,0.99,64,0.995,200,20.5,79.5
449,70.51676976932896,17700.129403079856,3.2557493771436573e-196,0.001,0.99,64,0.995,200,10.5,89.5
450,45.596842120890166,17745.72624520081,1.1947226995229609e-196,0.001,0.99,64,0.995,200,22.0,78.0
451,61.239999999999846,17806.966245201063,4.38412839383752e-197,0.001,0.99,64,0.995,200,22.0,78.0
452,59.83999999999985,17866.806245201322,1.6087902055704572e-197,0.001,0.99,64,0.995,200,19.5,80.5
453,30.258128703177547,17897.064373904504,5.903581494505278e-198,0.001,0.99,64,0.995,200,14.000000000000002,86.0
454,69.2774066505929,17966.341780555296,2.166365405606568e-198,0.001,0.99,64,0.995,200,13.0,87.0
455,64.49991192419179,18030.841692479513,7.949647303043098e-199,0.001,0.99,64,0.995,200,11.0,89.0
456,46.26523957263048,18077.106932052164,2.9171852578159937e-199,0.001,0.99,64,0.995,200,8.5,91.5
457,5.193038024310728,18082.299970076456,1.070483947779844e-199,0.001,0.99,64,0.995,200,15.0,85.0
458,80.27999999999986,18162.57997007662,3.9282245767011993e-200,0.001,0.99,64,0.995,200,8.5,91.5
459,21.993642691506373,18184.573612768134,1.4414927339174678e-200,0.001,0.99,64,0.995,200,20.0,80.0
460,71.67999999999982,18256.253612768367,5.289670336724512e-201,0.001,0.99,64,0.995,200,12.5,87.5
461,67.27999999999983,18323.53361276863,1.9410859044139473e-201,0.001,0.99,64,0.995,200,14.499999999999998,85.5
462,62.71999999999984,18386.253612768895,7.122966552671092e-202,0.001,0.99,64,0.995,200,17.5,82.5
463,34.202549526544594,18420.456162295413,2.613828290396529e-202,0.001,0.99,64,0.995,200,14.499999999999998,85.5
464,10.663309674222495,18431.11947196963,9.591647358101412e-203,0.001,0.99,64,0.995,200,24.0,76.0
465,31.087756463018636,18462.20722843268,3.519730021294437e-203,0.001,0.99,64,0.995,200,15.5,84.5
466,40.8650122152152,18503.072240647878,1.2915924616784015e-203,0.001,0.99,64,0.995,200,20.5,79.5
467,58.519999999999854,18561.59224064813,4.7395995629544444e-204,0.001,0.99,64,0.995,200,22.5,77.5
468,50.084611301510215,18611.67685194963,1.7392331314760572e-204,0.001,0.99,64,0.995,200,8.0,92.0
469,57.529103108538955,18669.20595505817,6.382252014004346e-205,0.001,0.99,64,0.995,200,14.499999999999998,85.5
470,-2.738991174187996,18666.466963883973,2.342017296766479e-205,0.001,0.99,64,0.995,200,22.0,78.0
471,35.614344791137626,18702.081308675093,8.59421565666434e-206,0.001,0.99,64,0.995,200,14.499999999999998,85.5
472,-15.487989653896605,18686.59331902121,3.1537146568144635e-206,0.001,0.99,64,0.995,200,24.5,75.5
473,59.826897411153936,18746.42021643259,1.1572802608105208e-206,0.001,0.99,64,0.995,200,28.999999999999996,71.0
474,34.94391634430269,18781.36413277691,4.246730436337198e-207,0.001,0.99,64,0.995,200,24.5,75.5
475,57.27999999999986,18838.644132777164,1.5583709503765145e-207,0.001,0.99,64,0.995,200,20.5,79.5
476,5.445027827631783,18844.089160604806,5.7185640939150205e-208,0.001,0.99,64,0.995,200,13.0,87.0
477,58.540251356824655,18902.629411961658,2.0984718233045275e-208,0.001,0.99,64,0.995,200,12.5,87.5
478,53.65083484683612,18956.280246808637,7.700506492335681e-209,0.001,0.99,64,0.995,200,23.0,77.0
479,76.07999999999986,19032.360246808785,2.825761088615707e-209,0.001,0.99,64,0.995,200,9.0,91.0
480,38.41469885555764,19070.77494566434,1.0369351337969824e-209,0.001,0.99,64,0.995,200,11.0,89.0
481,58.519999999999854,19129.294945664577,3.8051145796947235e-210,0.001,0.99,64,0.995,200,26.5,73.5
482,34.205086573992936,19163.5000322386,1.3963165575832553e-210,0.001,0.99,64,0.995,200,23.5,76.5
483,53.1184677419894,19216.618499980592,5.1238928241093156e-211,0.001,0.99,64,0.995,200,12.0,88.0
484,40.10266453002144,19256.721164510618,1.8802525494934919e-211,0.001,0.99,64,0.995,200,17.5,82.5
485,25.480271891355823,19282.201436402,6.899733798572041e-212,0.001,0.99,64,0.995,200,17.5,82.5
486,48.287877749188596,19330.48931415119,2.5319112852144076e-212,0.001,0.99,64,0.995,200,19.5,80.5
487,7.841874241045364,19338.3311883922,9.291046500261793e-213,0.001,0.99,64,0.995,200,19.5,80.5
488,22.67228267950307,19361.0034710717,3.40942218529259e-213,0.001,0.99,64,0.995,200,26.5,73.5
489,38.39429992020119,19399.39777099189,1.2511141384598365e-213,0.001,0.99,64,0.995,200,16.5,83.5
490,34.930151137665725,19434.327922129556,4.591061189800314e-214,0.001,0.99,64,0.995,200,18.0,82.0
491,7.643590425471406,19441.97151255503,1.6847258136206673e-214,0.001,0.99,64,0.995,200,21.0,79.0
492,62.5158193621138,19504.487331917262,6.182233147720841e-215,0.001,0.99,64,0.995,200,13.0,87.0
493,44.421120452739,19548.908452369986,2.2686188092909467e-215,0.001,0.99,64,0.995,200,10.0,90.0
494,38.54593542740113,19587.454387797377,8.324874165844165e-216,0.001,0.99,64,0.995,200,19.0,81.0
495,51.72154265464808,19639.175930452064,3.054877690042615e-216,0.001,0.99,64,0.995,200,22.0,78.0
496,5.225645778440051,19644.40157623051,1.1210112627779024e-216,0.001,0.99,64,0.995,200,18.5,81.5
497,46.831851271880765,19691.233427502393,4.113638511194784e-217,0.001,0.99,64,0.995,200,18.0,82.0
498,13.112114085754785,19704.34554158813,1.5095318274369124e-217,0.001,0.99,64,0.995,200,21.5,78.5
499,46.72481599199518,19751.070357580214,5.539345112225698e-218,0.001,0.99,64,0.995,200,16.0,84.0
500,33.427737854953975,19784.498095435196,2.032706016171832e-218,0.001,0.99,64,0.995,200,14.499999999999998,85.5
501,63.27949923419981,19847.77759466941,7.459173719040902e-219,0.001,0.99,64,0.995,200,11.0,89.0
502,46.01436513462096,19893.791959804017,2.737202139816321e-219,0.001,0.99,64,0.995,200,12.5,87.5
503,63.42335450926047,19957.21531431327,1.0044377348512008e-219,0.001,0.99,64,0.995,200,11.0,89.0
504,11.89203984270952,19969.10735415597,3.685862832405623e-220,0.001,0.99,64,0.995,200,19.0,81.0
505,24.204985361410593,19993.312339517382,1.3525561961610073e-220,0.001,0.99,64,0.995,200,17.0,83.0
506,73.59323309338662,20066.905572610976,4.963310755054735e-221,0.001,0.99,64,0.995,200,11.5,88.5
507,38.52057415572395,20105.42614676669,1.8213257032249434e-221,0.001,0.99,64,0.995,200,17.5,82.5
508,41.57239959636581,20146.9985463631,6.683497127093047e-222,0.001,0.99,64,0.995,200,14.000000000000002,86.0
509,70.63999999999982,20217.638546363327,2.4525615472711588e-222,0.001,0.99,64,0.995,200,12.5,87.5
510,61.91999999999983,20279.558546363573,8.999866430359837e-223,0.001,0.99,64,0.995,200,25.0,75.0
511,19.34998174656948,20298.90852811016,3.3025713811113e-223,0.001,0.99,64,0.995,200,23.5,76.5
512,48.14504100527623,20347.053569115433,1.2119044001077815e-223,0.001,0.99,64,0.995,200,14.000000000000002,86.0
