Episode,Total_Reward,Cumulative_Reward,Epsilon,Learning_Rate,Gamma,Batch_Size,Epsilon_Decay,Steps_Per_Episode,ON_Percent,OFF_Percent
513,41.49937334917928,20388.55294246463,4.4471779880390865e-224,0.001,0.99,64,0.995,200,11.0,89.0
514,54.56521796282183,20443.118160427446,1.63192674731938e-224,0.001,0.99,64,0.995,200,10.5,89.5
515,58.20435864257087,20501.32251907025,5.98848284412988e-225,0.001,0.99,64,0.995,200,20.0,80.0
516,48.9816924369062,20550.30421150714,2.1975206199264216e-225,0.001,0.99,64,0.995,200,13.0,87.0
517,28.31862528239315,20578.62283678953,8.063973798865366e-226,0.001,0.99,64,0.995,200,10.0,90.0
518,32.337844666812444,20610.960681456345,2.959138259688519e-226,0.001,0.99,64,0.995,200,12.0,88.0
519,65.87122219232134,20676.831903648672,1.0858789299618596e-226,0.001,0.99,64,0.995,200,8.0,92.0
520,49.09764851329613,20725.929552161993,3.984717667971452e-227,0.001,0.99,64,0.995,200,11.0,89.0
521,23.427959047082876,20749.357511209077,1.462223315632576e-227,0.001,0.99,64,0.995,200,8.0,92.0
522,28.154357123219206,20777.511868332298,5.365742827817435e-228,0.001,0.99,64,0.995,200,17.5,82.5
523,47.97881902229351,20825.49068735459,1.9690013000386906e-228,0.001,0.99,64,0.995,200,15.5,84.5
524,24.445133583842555,20849.935820938423,7.225404280381884e-229,0.001,0.99,64,0.995,200,12.0,88.0
525,36.68345244728927,20886.6192733857,2.6514186158198596e-229,0.001,0.99,64,0.995,200,17.0,83.0
526,72.75452144968224,20959.373794835596,9.729587997454647e-230,0.001,0.99,64,0.995,200,11.0,89.0
527,58.58006999999284,21017.95386483574,3.5703484178390156e-230,0.001,0.99,64,0.995,200,16.0,84.0
528,47.57718344980783,21065.531048285542,1.3101672782136712e-230,0.001,0.99,64,0.995,200,12.0,88.0
529,61.99999999999984,21127.531048285804,4.807761305101896e-231,0.001,0.99,64,0.995,200,18.0,82.0
530,37.39392242266625,21164.924970708475,1.7642456158995454e-231,0.001,0.99,64,0.995,200,17.0,83.0
531,55.312161024335055,21220.237131732803,6.474037282004371e-232,0.001,0.99,64,0.995,200,7.5,92.5
532,62.48467759643229,21282.721809329356,2.3756986187783184e-232,0.001,0.99,64,0.995,200,12.0,88.0
533,47.08265650384773,21329.80446583317,8.71781190224756e-233,0.001,0.99,64,0.995,200,9.5,90.5
534,44.13275326984002,21373.937219103,3.199069265867219e-233,0.001,0.99,64,0.995,200,11.5,88.5
535,21.87575486245906,21395.812973965487,1.173923489353764e-233,0.001,0.99,64,0.995,200,14.000000000000002,86.0
536,28.75933835114332,21424.57231231664,4.307804065264384e-234,0.001,0.99,64,0.995,200,23.5,76.5
537,75.03999999999985,21499.61231231682,1.5807823962125454e-234,0.001,0.99,64,0.995,200,11.0,89.0
538,46.196193026152244,21545.808505342986,5.800804647372262e-235,0.001,0.99,64,0.995,200,15.5,84.5
539,11.536464915884071,21557.344970258848,2.1286506376587507e-235,0.001,0.99,64,0.995,200,17.5,82.5
540,13.080805864519837,21570.425776123368,7.811250012112713e-236,0.001,0.99,64,0.995,200,12.0,88.0
541,22.937723048905635,21593.36349917225,2.866399289403375e-236,0.001,0.99,64,0.995,200,22.5,77.5
542,42.01601113031519,21635.37951030256,1.051847639436896e-236,0.001,0.99,64,0.995,200,14.000000000000002,86.0
543,69.07999999999984,21704.45951030274,3.8598371855557403e-237,0.001,0.99,64,0.995,200,10.5,89.5
544,35.19637234031206,21739.65588264305,1.4163974458291943e-237,0.001,0.99,64,0.995,200,12.5,87.5
545,14.906589121677397,21754.56247176473,5.197581214199876e-238,0.001,0.99,64,0.995,200,12.5,87.5
546,40.22781654904377,21794.79028831377,1.907293080607631e-238,0.001,0.99,64,0.995,200,22.5,77.5
547,52.34943561653844,21847.1397239303,6.998961142531665e-239,0.001,0.99,64,0.995,200,8.0,92.0
548,26.64619330640934,21873.785917236713,2.5683235352095043e-239,0.001,0.99,64,0.995,200,10.0,90.0
549,79.51089255282784,21953.29680978967,9.424664099685282e-240,0.001,0.99,64,0.995,200,8.5,91.5
550,54.90041689346777,22008.197226683136,3.4584542085213187e-240,0.001,0.99,64,0.995,200,11.0,89.0
551,-10.363384969108377,21997.83384171404,1.269106822898678e-240,0.001,0.99,64,0.995,200,20.5,79.5
552,42.428594140689604,22040.262435854736,4.657086752687161e-241,0.001,0.99,64,0.995,200,21.5,78.5
553,42.71226824165908,22082.974704096392,1.70895441035587e-241,0.001,0.99,64,0.995,200,19.0,81.0
554,36.55999999999993,22119.534704096564,6.2711418785351695e-242,0.001,0.99,64,0.995,200,25.0,75.0
555,37.31630821066975,22156.851012307256,2.3012445634830093e-242,0.001,0.99,64,0.995,200,19.5,80.5
556,19.45492596500286,22176.305938272253,8.444596922749095e-243,0.001,0.99,64,0.995,200,21.0,79.0
557,15.560314646561158,22191.866252918844,3.098810892127503e-243,0.001,0.99,64,0.995,200,13.0,87.0
558,27.323970448587755,22219.190223367415,1.1371328949164296e-243,0.001,0.99,64,0.995,200,18.5,81.5
559,24.040973099831668,22243.231196467215,4.172798101317034e-244,0.001,0.99,64,0.995,200,24.5,75.5
560,30.913326608169598,22274.14452307539,1.5312409017623828e-244,0.001,0.99,64,0.995,200,9.0,91.0
561,32.27533001560883,22306.419853091007,5.619008258487355e-245,0.001,0.99,64,0.995,200,20.5,79.5
562,58.7678747379965,22365.18772782923,2.061939030795863e-245,0.001,0.99,64,0.995,200,18.5,81.5
563,42.926463161129526,22408.11419099037,7.566446552730144e-246,0.001,0.99,64,0.995,200,15.0,85.0
564,59.64740058206656,22467.761591572653,2.776566745197322e-246,0.001,0.99,64,0.995,200,18.0,82.0
565,41.15768748089261,22508.91927905365,1.0188828846949225e-246,0.001,0.99,64,0.995,200,20.0,80.0
566,41.07547715222527,22549.99475620588,3.738870439617222e-247,0.001,0.99,64,0.995,200,14.000000000000002,86.0
567,38.748299552560916,22588.74305575845,1.3720077522382928e-247,0.001,0.99,64,0.995,200,10.0,90.0
568,24.731664459019697,22613.474720217477,5.034689761527789e-248,0.001,0.99,64,0.995,200,20.5,79.5
569,62.63999999999984,22676.114720217724,1.8475187879572742e-248,0.001,0.99,64,0.995,200,24.5,75.5
570,57.552003666948494,22733.66672388464,6.7796147002697e-249,0.001,0.99,64,0.995,200,8.5,91.5
571,57.999999999999844,22791.66672388487,2.4878326425536677e-249,0.001,0.99,64,0.995,200,26.0,74.0
572,18.81313952847071,22810.47986341334,9.129296473307481e-250,0.001,0.99,64,0.995,200,8.0,92.0
573,59.6701835196969,22870.15004693304,3.3500667477372904e-250,0.001,0.99,64,0.995,200,10.5,89.5
574,35.994119558270725,22906.144166491304,1.2293331963869398e-250,0.001,0.99,64,0.995,200,19.0,81.0
575,44.56463021449854,22950.708796705796,4.511134319218177e-251,0.001,0.99,64,0.995,200,10.5,89.5
576,32.18560536478985,22982.89440207057,1.6553960232944572e-251,0.001,0.99,64,0.995,200,14.499999999999998,85.5
577,38.965923063614454,23021.860325134196,6.074605188022928e-252,0.001,0.99,64,0.995,200,18.0,82.0
578,31.41499461655766,23053.275319750766,2.229123887643366e-252,0.001,0.99,64,0.995,200,23.5,76.5
579,57.71999999999985,23110.995319751008,8.179944461673748e-253,0.001,0.99,64,0.995,200,23.5,76.5
580,-11.157081445089196,23099.83823830593,3.0016946014968214e-253,0.001,0.99,64,0.995,200,20.0,80.0
581,49.789298621703466,23149.62753692761,1.1014953124524674e-253,0.001,0.99,64,0.995,200,16.0,84.0
582,28.418945062440816,23178.046481990044,4.042023204991413e-254,0.001,0.99,64,0.995,200,21.0,79.0
583,42.60125675791327,23220.647738747954,1.4832520306702686e-254,0.001,0.99,64,0.995,200,7.5,92.5
584,32.89614961895444,23253.54388836691,5.442909342456761e-255,0.001,0.99,64,0.995,200,25.5,74.5
585,41.41575468511874,23294.959643052047,1.997318156160939e-255,0.001,0.99,64,0.995,200,22.0,78.0
586,5.403518439563523,23300.363161491605,7.329315198789424e-256,0.001,0.99,64,0.995,200,12.0,88.0
587,29.85691458374433,23330.22007607535,2.6895495400922525e-256,0.001,0.99,64,0.995,200,21.0,79.0
588,51.70872472615485,23381.92880080158,9.869512406568655e-257,0.001,0.99,64,0.995,200,27.0,73.0
589,46.60307171891147,23428.53187252061,3.621694774213814e-257,0.001,0.99,64,0.995,200,26.5,73.5
590,37.23075953124727,23465.76263205185,1.3290092253025423e-257,0.001,0.99,64,0.995,200,28.999999999999996,71.0
591,36.016547039128405,23501.779179090965,4.876903303710018e-258,0.001,0.99,64,0.995,200,11.0,89.0
592,9.963694492302436,23511.742873583255,1.7896178130985757e-258,0.001,0.99,64,0.995,200,19.5,80.5
593,49.23144332978916,23560.974316913092,6.567142544169994e-259,0.001,0.99,64,0.995,200,25.5,74.5
594,29.891729865372028,23590.86604677846,2.40986432297386e-259,0.001,0.99,64,0.995,200,21.5,78.5
595,58.91999999999985,23649.786046778707,8.84318562614093e-260,0.001,0.99,64,0.995,200,25.0,75.0
596,28.630135918434096,23678.41618269715,3.2450761344888246e-260,0.001,0.99,64,0.995,200,18.0,82.0
597,68.95999999999984,23747.376182697342,1.1908060696475884e-260,0.001,0.99,64,0.995,200,11.5,88.5
598,34.37345949524669,23781.74964219257,4.369756014161775e-261,0.001,0.99,64,0.995,200,18.0,82.0
599,31.492379302054097,23813.24202149464,1.603516148431621e-261,0.001,0.99,64,0.995,200,18.5,81.5
600,39.98219520532502,23853.224216699964,5.884227929312006e-262,0.001,0.99,64,0.995,200,24.5,75.5
601,32.526265681937744,23885.75048238194,2.1592634634806098e-262,0.001,0.99,64,0.995,200,16.0,84.0
602,44.96527872225513,23930.71576110428,7.923586170917437e-263,0.001,0.99,64,0.995,200,22.5,77.5
603,30.50062355288823,23961.216384657157,2.9076219215394416e-263,0.001,0.99,64,0.995,200,18.0,82.0
604,52.19429054221411,24013.41067519959,1.066974606731366e-263,0.001,0.99,64,0.995,200,23.5,76.5
605,16.80458787934785,24030.215263078906,3.9153467752327587e-264,0.001,0.99,64,0.995,200,15.5,84.5
606,14.493156830343036,24044.708419909235,1.4367671239419841e-264,0.001,0.99,64,0.995,200,10.5,89.5
607,16.31764979430798,24061.026069703545,5.272329341295204e-265,0.001,0.99,64,0.995,200,12.0,88.0
608,59.119999999999855,24120.146069703802,1.9347224905046445e-265,0.001,0.99,64,0.995,200,20.0,80.0
609,10.495781214811567,24130.641850918615,7.099615507602095e-266,0.001,0.99,64,0.995,200,23.5,76.5
610,60.51999999999984,24191.16185091886,2.6052594417629808e-266,0.001,0.99,64,0.995,200,24.5,75.5
611,20.951862672158402,24212.113713591018,9.56020329780873e-267,0.001,0.99,64,0.995,200,24.0,76.0
612,-4.13345898798765,24207.980254603055,3.5081913774232104e-267,0.001,0.99,64,0.995,200,25.0,75.0
613,43.242609144386996,24251.22286374745,1.287358266057744e-267,0.001,0.99,64,0.995,200,17.5,82.5
614,27.77640620125106,24278.999269948705,4.724061850937251e-268,0.001,0.99,64,0.995,200,18.0,82.0
615,70.12148148097822,24349.12075142968,1.733531446519618e-268,0.001,0.99,64,0.995,200,8.5,91.5
616,59.40570904971609,24408.526460479374,6.361329235086503e-269,0.001,0.99,64,0.995,200,6.5,93.5
617,50.63705671255337,24459.163517192013,2.334339519390326e-269,0.001,0.99,64,0.995,200,26.5,73.5
618,22.968724952497578,24482.13224214451,8.566041452047827e-270,0.001,0.99,64,0.995,200,11.0,89.0
619,54.79999999999987,24536.93224214476,3.1433759120595273e-270,0.001,0.99,64,0.995,200,23.0,77.0
620,40.44794422335554,24577.380186368195,1.1534863775558664e-270,0.001,0.99,64,0.995,200,27.0,73.0
621,4.3817841596205005,24581.761970527816,4.2328084849870785e-271,0.001,0.99,64,0.995,200,20.0,80.0
622,61.95999999999984,24643.721970528062,1.5532621814348966e-271,0.001,0.99,64,0.995,200,23.5,76.5
623,17.118589624627177,24660.8405601527,5.699817066689839e-272,0.001,0.99,64,0.995,200,23.0,77.0
624,32.45691724833322,24693.29747740102,2.0915924550301342e-272,0.001,0.99,64,0.995,200,24.0,76.0
625,18.223947593401313,24711.521424994397,7.67526211236744e-273,0.001,0.99,64,0.995,200,19.5,80.5
626,37.89133250802759,24749.41275750241,2.8164974659317353e-273,0.001,0.99,64,0.995,200,13.0,87.0
627,21.99713020459037,24771.409887707,1.0335357749955791e-273,0.001,0.99,64,0.995,200,12.0,88.0
628,42.24670584806357,24813.65659355504,3.792640366684434e-274,0.001,0.99,64,0.995,200,14.000000000000002,86.0
629,30.798040859921347,24844.454634414953,1.39173904754925e-274,0.001,0.99,64,0.995,200,22.5,77.5
630,36.747374699599945,24881.202009114542,5.1070952929992385e-275,0.001,0.99,64,0.995,200,17.0,83.0
631,15.599798305232477,24896.801807419768,1.874088564066962e-275,0.001,0.99,64,0.995,200,24.0,76.0
632,46.04602454025382,24942.84783196002,6.877114571919333e-276,0.001,0.99,64,0.995,200,16.0,84.0
633,19.871326720138303,24962.719158680167,2.5236109830727993e-276,0.001,0.99,64,0.995,200,9.0,91.0
634,16.291217878002136,24979.0103765582,9.260587892326263e-277,0.001,0.99,64,0.995,200,21.0,79.0
635,73.95999999999982,25052.97037655841,3.3982451608717634e-277,0.001,0.99,64,0.995,200,10.5,89.5
636,37.05987149091269,25090.030248049366,1.2470126419249906e-277,0.001,0.99,64,0.995,200,17.5,82.5
637,50.267623936693695,25140.297871986066,4.576010427457871e-278,0.001,0.99,64,0.995,200,11.5,88.5
638,26.59629035170671,25166.894162337765,1.6792028186561666e-278,0.001,0.99,64,0.995,200,15.5,84.5
639,25.784153606995364,25192.678315944777,6.161966085705075e-279,0.001,0.99,64,0.995,200,17.0,83.0
640,3.9229172874746854,25196.601233232243,2.2611816523608483e-279,0.001,0.99,64,0.995,200,12.0,88.0
641,42.82244530574627,25239.423678537958,8.297582936775122e-280,0.001,0.99,64,0.995,200,13.0,87.0
642,28.53282407869218,25267.95650261664,3.0448629600712106e-280,0.001,0.99,64,0.995,200,28.000000000000004,72.0
643,72.89934488348831,25340.855847500286,1.1173362792824198e-280,0.001,0.99,64,0.995,200,10.5,89.5
644,35.42976951211955,25376.28561701238,4.1001528718109675e-281,0.001,0.99,64,0.995,200,8.0,92.0
645,34.015865365887834,25410.301482378254,1.504583166584042e-281,0.001,0.99,64,0.995,200,15.0,85.0
646,44.46777414417043,25454.76925652243,5.521185614155391e-282,0.001,0.99,64,0.995,200,13.0,87.0
647,24.317126700832414,25479.08638322327,2.0260422463163104e-282,0.001,0.99,64,0.995,200,25.5,74.5
648,14.299653865837909,25493.386037089123,7.434720494334245e-283,0.001,0.99,64,0.995,200,14.000000000000002,86.0
649,45.94090500224873,25539.326942091393,2.728228837743785e-283,0.001,0.99,64,0.995,200,10.5,89.5
650,17.767410862413694,25557.094352953805,1.0011449114689721e-283,0.001,0.99,64,0.995,200,10.0,90.0
651,24.93759704050614,25582.0319499943,3.673779559448904e-284,0.001,0.99,64,0.995,200,11.5,88.5
652,40.22560666229969,25622.257556656594,1.3481221446374865e-284,0.001,0.99,64,0.995,200,11.5,88.5
653,73.63999999999986,25695.897556656768,4.947039656169808e-285,0.001,0.99,64,0.995,200,11.0,89.0
654,58.199999999999854,25754.097556657012,1.8153548962210394e-285,0.001,0.99,64,0.995,200,25.5,74.5
655,44.87999999999989,25798.977556657213,6.661586783772045e-286,0.001,0.99,64,0.995,200,25.0,75.0
656,31.874469431120986,25830.852026088327,2.4445213754128128e-286,0.001,0.99,64,0.995,200,22.5,77.5
657,21.962049479318644,25852.814075567643,8.97036239084539e-287,0.001,0.99,64,0.995,200,16.5,83.5
658,12.905189176263093,25865.719264743922,3.291744643038952e-287,0.001,0.99,64,0.995,200,12.0,88.0
659,24.2274819127163,25889.94674665661,1.207931443888353e-287,0.001,0.99,64,0.995,200,23.0,77.0
660,58.559999999999846,25948.50674665686,4.432598914438142e-288,0.001,0.99,64,0.995,200,16.5,83.5
661,41.24016525447851,25989.74691191136,1.6265768422279923e-288,0.001,0.99,64,0.995,200,11.0,89.0
662,-9.836022423746371,25979.91088948761,5.96885094894211e-289,0.001,0.99,64,0.995,200,21.0,79.0
663,45.60554876642329,26025.516438254086,2.1903165424319616e-289,0.001,0.99,64,0.995,200,20.0,80.0
664,17.387605003910988,26042.904043258,8.037537873016231e-290,0.001,0.99,64,0.995,200,24.0,76.0
665,27.499230218537388,26070.403273476557,2.949437389923608e-290,0.001,0.99,64,0.995,200,21.5,78.5
666,58.95999999999985,26129.36327347681,1.0823191199240781e-290,0.001,0.99,64,0.995,200,21.5,78.5
667,63.29318010561078,26192.656453582425,3.97165466659922e-291,0.001,0.99,64,0.995,200,9.5,90.5
668,64.03066162504466,26256.687115207456,1.4574297451038163e-291,0.001,0.99,64,0.995,200,10.0,90.0
669,57.67999999999986,26314.36711520771,5.348152445822194e-292,0.001,0.99,64,0.995,200,21.0,79.0
670,66.07999999999984,26380.44711520795,1.9625463717783842e-292,0.001,0.99,64,0.995,200,14.499999999999998,85.5
671,20.374023609557796,26400.82113881749,7.201717416243883e-293,0.001,0.99,64,0.995,200,13.0,87.0
672,-14.289730973642474,26386.53140784384,2.642726535752253e-293,0.001,0.99,64,0.995,200,26.5,73.5
673,30.906962917004368,26417.43837076083,9.697691729775885e-294,0.001,0.99,64,0.995,200,12.0,88.0
674,65.280054032032,26482.71842479311,3.558643832930424e-294,0.001,0.99,64,0.995,200,14.499999999999998,85.5
675,28.70422787723335,26511.422652670328,1.3058721892314054e-294,0.001,0.99,64,0.995,200,22.5,77.5
676,38.069702089911345,26549.49235476026,4.792000140131378e-295,0.001,0.99,64,0.995,200,11.5,88.5
677,54.43950766569497,26603.93186242616,1.758461933134097e-295,0.001,0.99,64,0.995,200,20.5,79.5
678,29.94483431991556,26633.87669674607,6.452813605712728e-296,0.001,0.99,64,0.995,200,19.5,80.5
679,59.76361789907347,26693.640314645276,2.3679104247573183e-296,0.001,0.99,64,0.995,200,11.5,88.5
680,55.3039081254755,26748.94422277082,8.689232515116293e-297,0.001,0.99,64,0.995,200,12.5,87.5
681,31.114422060965577,26780.05864483176,3.188581836219258e-297,0.001,0.99,64,0.995,200,22.5,77.5
682,26.07098209539935,26806.129626927155,1.1700750450146403e-297,0.001,0.99,64,0.995,200,8.0,92.0
683,47.85639264941427,26853.98601957656,4.29368189774719e-298,0.001,0.99,64,0.995,200,24.0,76.0
684,-13.185582926042228,26840.80043665053,1.575600156382386e-298,0.001,0.99,64,0.995,200,16.0,84.0
685,11.191654853600651,26851.99209150414,5.781788012974888e-299,0.001,0.99,64,0.995,200,18.0,82.0
686,42.21967486064435,26894.211766364777,2.121672334923726e-299,0.001,0.99,64,0.995,200,11.5,88.5
687,66.99878117000576,26961.210547534985,7.785642584402818e-300,0.001,0.99,64,0.995,200,13.0,87.0
688,22.502061383928183,26983.71260891889,2.8570024435109462e-300,0.001,0.99,64,0.995,200,27.0,73.0
689,55.75999999999986,27039.47260891914,1.0483993933371146e-300,0.001,0.99,64,0.995,200,20.0,80.0
690,47.166450092157994,27086.6390590113,3.847183576780228e-301,0.001,0.99,64,0.995,200,23.0,77.0
691,9.347578369203607,27095.986637380483,1.411754105115957e-301,0.001,0.99,64,0.995,200,22.0,78.0
692,19.004494683674473,27114.991132064133,5.18054211226326e-302,0.001,0.99,64,0.995,200,11.5,88.5
693,10.470679707337833,27125.461811771464,1.9010404488768008e-302,0.001,0.99,64,0.995,200,22.5,77.5
694,28.033058616287725,27153.49487038781,6.976016621331661e-303,0.001,0.99,64,0.995,200,11.5,88.5
695,12.110667042037697,27165.60553742986,2.5599038636894025e-303,0.001,0.99,64,0.995,200,18.0,82.0
696,38.86613631696971,27204.471673746844,9.393767456478633e-304,0.001,0.99,64,0.995,200,24.5,75.5
697,37.61703205372145,27242.088705800572,3.4471164436315598e-304,0.001,0.99,64,0.995,200,21.0,79.0
698,53.99256595394483,27296.081271754556,1.2649463413914873e-304,0.001,0.99,64,0.995,200,23.5,76.5
699,57.27999999999986,27353.36127175481,4.64181954037505e-305,0.001,0.99,64,0.995,200,20.5,79.5
700,38.00542980088015,27391.36670155566,1.7033519873819873e-305,0.001,0.99,64,0.995,200,19.0,81.0
701,16.509352406720538,27407.87605396241,6.250583349226314e-306,0.001,0.99,64,0.995,200,25.0,75.0
702,69.2163554609922,27477.092409423534,2.2937004503499384e-306,0.001,0.99,64,0.995,200,11.5,88.5
703,39.54943304114675,27516.64184246469,8.416913209527418e-307,0.001,0.99,64,0.995,200,20.5,79.5
704,23.99547022131362,27540.637312686024,3.0886521370263846e-307,0.001,0.99,64,0.995,200,12.5,87.5
705,14.508080406628059,27555.14539309265,1.1334050602730735e-307,0.001,0.99,64,0.995,200,10.5,89.5
706,30.505801089157966,27585.651194181773,4.159118520512218e-308,0.001,0.99,64,0.995,200,10.5,89.5
707,39.76602573010839,27625.417219911902,1.5262210725881216e-308,0.001,0.99,64,0.995,200,19.5,80.5
708,59.316941028989326,27684.734160941116,5.6005876026951e-309,0.001,0.99,64,0.995,200,21.0,79.0
709,66.23999999999981,27750.974160941343,2.055179427071607e-309,0.001,0.99,64,0.995,200,13.0,87.0
710,61.679999999999836,27812.654160941584,7.54164165814643e-310,0.001,0.99,64,0.995,200,25.0,75.0
711,10.853980114486994,27823.508141056078,2.7674643951127e-310,0.001,0.99,64,0.995,200,8.5,91.5
712,37.504666105341585,27861.012807161424,1.015542706135e-310,0.001,0.99,64,0.995,200,9.5,90.5
713,12.918055176519037,27873.93086233797,3.7266133931344e-311,0.001,0.99,64,0.995,200,13.0,87.0
714,25.300945404604374,27899.231807742588,1.3675099331594e-311,0.001,0.99,64,0.995,200,19.5,80.5
715,19.701121261250414,27918.93292900384,5.018184662613e-312,0.001,0.99,64,0.995,200,22.0,78.0
716,46.91927439239511,27965.852203396247,1.841462112836e-312,0.001,0.99,64,0.995,200,21.5,78.5
717,11.997553852859973,27977.849757249107,6.7573892572e-313,0.001,0.99,64,0.995,200,20.0,80.0
718,7.378096443818731,27985.22785369294,2.4796768426e-313,0.001,0.99,64,0.995,200,13.5,86.5
719,50.700566118916306,28035.928419812008,9.099368128e-314,0.001,0.99,64,0.995,200,24.0,76.0
720,25.351272176060156,28061.279691988086,3.3390843074e-314,0.001,0.99,64,0.995,200,19.5,80.5
721,29.294454006251094,28090.574145994342,1.2253031043e-314,0.001,0.99,64,0.995,200,23.5,76.5
722,12.928797861193834,28103.50294385554,4.496345575e-315,0.001,0.99,64,0.995,200,24.0,76.0
723,32.97334552671566,28136.476289382263,1.64996917e-315,0.001,0.99,64,0.995,200,8.5,91.5
724,31.252660282444076,28167.728949664677,6.05469094e-316,0.001,0.99,64,0.995,200,22.0,78.0
725,41.33769754517045,28209.066647209886,2.22181603e-316,0.001,0.99,64,0.995,200,23.0,77.0
726,56.45636286112647,28265.523010071145,8.153126e-317,0.001,0.99,64,0.995,200,16.5,83.5
727,33.18118266403165,28298.70419273517,2.9918526e-317,0.001,0.99,64,0.995,200,15.5,84.5
728,32.84304757231787,28331.547240307496,1.0978845e-317,0.001,0.99,64,0.995,200,20.0,80.0
729,63.23501218641431,28394.782252493915,4.02875e-318,0.001,0.99,64,0.995,200,9.0,91.0
730,54.70085068362458,28449.48310317768,1.478393e-318,0.001,0.99,64,0.995,200,25.5,74.5
731,-7.403567526574081,28442.079535651108,5.42504e-319,0.001,0.99,64,0.995,200,25.5,74.5
732,50.44333435147812,28492.522870002595,1.99074e-319,0.001,0.99,64,0.995,200,16.5,83.5
733,63.19999999999983,28555.72287000284,7.305e-320,0.001,0.99,64,0.995,200,25.5,74.5
734,80.23999999999985,28635.96287000299,2.68e-320,0.001,0.99,64,0.995,200,8.5,91.5
735,49.92695214480615,28685.88982214783,9.83e-321,0.001,0.99,64,0.995,200,14.499999999999998,85.5
736,48.65509974737296,28734.544921895264,3.607e-321,0.001,0.99,64,0.995,200,16.5,83.5
737,-0.17803810571888265,28734.366883789535,1.35e-321,0.001,0.99,64,0.995,200,18.5,81.5
738,42.25872766552227,28776.625611455074,4.9e-322,0.001,0.99,64,0.995,200,10.0,90.0
739,45.032432276999124,28821.658043732114,4.9e-322,0.001,0.99,64,0.995,200,19.5,80.5
740,45.222568695874074,28866.880612428,4.9e-322,0.001,0.99,64,0.995,200,15.0,85.0
741,55.985374928997324,28922.86598735711,4.9e-322,0.001,0.99,64,0.995,200,14.000000000000002,86.0
742,7.0767726553240395,28929.94276001245,4.9e-322,0.001,0.99,64,0.995,200,12.0,88.0
743,31.2849395828736,28961.227699595314,4.9e-322,0.001,0.99,64,0.995,200,24.0,76.0
744,52.63742564892431,29013.865125244254,4.9e-322,0.001,0.99,64,0.995,200,9.0,91.0
745,49.38886738389767,29063.253992628135,4.9e-322,0.001,0.99,64,0.995,200,9.5,90.5
746,20.721272162175733,29083.97526479032,4.9e-322,0.001,0.99,64,0.995,200,15.5,84.5
747,35.44205516795577,29119.417319958273,4.9e-322,0.001,0.99,64,0.995,200,13.0,87.0
748,81.59999999999985,29201.017319958435,4.9e-322,0.001,0.99,64,0.995,200,8.0,92.0
749,20.651754556891873,29221.669074515325,4.9e-322,0.001,0.99,64,0.995,200,19.5,80.5
750,23.79027297117935,29245.459347486514,4.9e-322,0.001,0.99,64,0.995,200,13.5,86.5
751,48.945716028827775,29294.405063515354,4.9e-322,0.001,0.99,64,0.995,200,12.5,87.5
752,21.64013228878453,29316.045195804163,4.9e-322,0.001,0.99,64,0.995,200,21.5,78.5
753,29.274967247856804,29345.320163052034,4.9e-322,0.001,0.99,64,0.995,200,20.0,80.0
754,27.839194641450277,29373.1593576935,4.9e-322,0.001,0.99,64,0.995,200,22.0,78.0
755,64.15999999999984,29437.319357693767,4.9e-322,0.001,0.99,64,0.995,200,16.5,83.5
756,44.50171327586991,29481.821070969647,4.9e-322,0.001,0.99,64,0.995,200,12.5,87.5
757,58.39999999999985,29540.221070969903,4.9e-322,0.001,0.99,64,0.995,200,20.5,79.5
758,30.7515951857385,29570.97266615563,4.9e-322,0.001,0.99,64,0.995,200,14.000000000000002,86.0
759,51.47568734952989,29622.448353505373,4.9e-322,0.001,0.99,64,0.995,200,25.5,74.5
760,41.61413131074071,29664.062484816102,4.9e-322,0.001,0.99,64,0.995,200,17.5,82.5
761,55.01080711722022,29719.073291933324,4.9e-322,0.001,0.99,64,0.995,200,14.000000000000002,86.0
762,69.18564241948494,29788.258934352983,4.9e-322,0.001,0.99,64,0.995,200,12.0,88.0
763,47.60157035160958,29835.86050470456,4.9e-322,0.001,0.99,64,0.995,200,15.0,85.0
764,35.40786855019647,29871.268373254785,4.9e-322,0.001,0.99,64,0.995,200,14.000000000000002,86.0
765,62.79999999999984,29934.068373255042,4.9e-322,0.001,0.99,64,0.995,200,16.0,84.0
766,28.250223627224536,29962.318596882276,4.9e-322,0.001,0.99,64,0.995,200,15.5,84.5
767,46.154735239662564,30008.47333212193,4.9e-322,0.001,0.99,64,0.995,200,11.5,88.5
768,56.39999999999986,30064.873332122177,4.9e-322,0.001,0.99,64,0.995,200,18.0,82.0
769,54.91999999999986,30119.793332122423,4.9e-322,0.001,0.99,64,0.995,200,25.0,75.0
770,60.55999999999985,30180.353332122682,4.9e-322,0.001,0.99,64,0.995,200,19.0,81.0
771,54.05235035205228,30234.405682474906,4.9e-322,0.001,0.99,64,0.995,200,20.5,79.5
772,45.42759492732681,30279.83327740223,4.9e-322,0.001,0.99,64,0.995,200,20.5,79.5
773,37.19171664250148,30317.024994044696,4.9e-322,0.001,0.99,64,0.995,200,7.000000000000001,93.0
774,36.46728789423978,30353.49228193893,4.9e-322,0.001,0.99,64,0.995,200,24.5,75.5
775,31.796718310095596,30385.28900024903,4.9e-322,0.001,0.99,64,0.995,200,15.0,85.0
