Episode,Step,Temperature,Humidity,Soil,Action,Reward
1,79,30.952108,38.110527,692.2166,PUMP ON,-0.4315581351523252
1,80,30.878235,38.300823,673.446,PUMP OFF,0.2890743447364858
1,81,30.772463,38.11545,676.83844,PUMP OFF,0.28951964821050885
1,82,30.734188,38.075428,683.91675,PUMP OFF,0.2898787021451815
1,83,30.717356,38.078228,687.41595,PUMP ON,-0.43072060761100195
1,84,30.785732,38.17425,665.0656,PUMP OFF,0.28906752829913734
1,85,30.75486,38.07059,668.7758,PUMP OFF,0.286717799756334
1,86,30.77598,37.829674,675.8129,PUMP OFF,0.2878560294083344
1,87,30.778324,37.977814,680.83575,PUMP OFF,0.2850246967187476
1,88,30.861822,37.83264,686.0978,PUMP OFF,0.28580323162532517
1,89,30.731993,37.605385,689.29535,PUMP ON,-0.43225378017819144
1,90,30.682425,37.72434,659.6685,PUMP OFF,0.28766744077030176
1,91,30.639925,37.608246,665.74457,PUMP OFF,0.2875581091697065
1,92,30.582087,37.44998,669.27716,PUMP OFF,0.2846201239758784
1,93,30.688942,37.349873,673.80945,PUMP OFF,0.28205309420070923
1,94,30.778517,37.25293,679.0703,PUMP OFF,0.28107349487037087
1,95,30.787176,37.152126,687.03357,PUMP OFF,0.28040653102930374
1,96,30.951008,37.478336,694.3184,PUMP ON,-0.4406622016778581
1,97,31.028273,37.537907,670.6102,PUMP OFF,0.2747663579350861
1,98,31.104647,37.157413,678.4477,PUMP OFF,0.27410004657311837
1,99,31.183868,37.27218,684.4561,PUMP OFF,0.27354293858913487
1,100,31.2115,37.271618,688.5822,PUMP OFF,0.2713404788289657
1,101,31.30142,37.22111,691.7504,PUMP ON,-0.4405018054150938
1,102,30.984245,37.447887,669.4153,PUMP OFF,0.27834073969849493
1,103,30.997807,37.337112,676.70844,PUMP OFF,0.2773622759904532
1,104,30.982473,37.176468,681.6602,PUMP OFF,0.2759984002850298
1,105,30.997162,37.042706,686.9238,PUMP OFF,0.2764752704024663
1,106,31.037556,37.2033,691.65344,PUMP ON,-0.44121077389640617
1,107,30.942162,37.254055,667.4561,PUMP OFF,0.2790120298490995
1,108,30.959562,37.32541,672.20276,PUMP OFF,0.2803949281056193
1,109,30.819542,37.14822,679.152,PUMP OFF,0.285305369072806
1,110,30.67275,37.39505,684.37933,PUMP OFF,0.2830390656811001
1,111,30.558655,36.826523,689.1491,PUMP ON,-0.4394891426781591
1,112,30.61543,36.652435,674.0317,PUMP OFF,0.2794899219253212
1,113,30.618265,36.531906,680.64026,PUMP OFF,0.27902785534645175
1,114,30.694166,36.6639,688.2546,PUMP OFF,0.27400000172045297
1,115,30.888754,36.521885,695.2531,PUMP ON,-0.4461870473576328
1,116,30.764206,36.187134,672.86163,PUMP OFF,0.2745215134877794
1,117,30.699259,36.113335,679.5529,PUMP OFF,0.2757592968202449
1,118,30.635052,36.107544,683.95123,PUMP OFF,0.2767416367147877
1,119,30.49704,35.885303,688.94965,PUMP OFF,0.2774661458873656
1,120,30.377388,35.67674,695.5455,PUMP ON,-0.44277720357290884
1,121,30.276493,35.39408,675.50055,PUMP OFF,0.2739474056569539
1,122,30.439888,35.393147,678.70435,PUMP OFF,0.2753749080486162
1,123,30.387383,35.44032,683.58136,PUMP OFF,0.2736347183063259
1,124,30.571604,35.68335,687.9105,PUMP OFF,0.27132199519422423
1,125,30.709187,35.738216,694.6624,PUMP ON,-0.4482344084906066
1,126,30.675207,35.708717,674.82446,PUMP OFF,0.2711941764092376
1,127,30.72439,35.76025,682.0232,PUMP OFF,0.27216434514984456
1,128,30.639397,35.669037,688.4048,PUMP OFF,0.2741240228426387
1,129,30.541466,35.66917,694.79913,PUMP ON,-0.44472209569520843
1,130,30.440908,35.56201,679.38776,PUMP OFF,0.27045282940646165
1,131,30.492586,35.08807,686.23846,PUMP OFF,0.2721606209712041
1,132,30.42757,35.139004,692.88806,PUMP ON,-0.44534123406857035
1,133,30.373886,35.31706,668.88495,PUMP OFF,0.27605847455024546
1,134,30.288542,35.278664,674.74097,PUMP OFF,0.2722380399441536
1,135,30.425112,35.142532,679.207,PUMP OFF,0.2717947386965276
1,136,30.464128,35.184666,684.75726,PUMP OFF,0.27091030719109616
1,137,30.503508,35.172558,692.60645,PUMP ON,-0.4501983980573212
1,138,30.572634,35.206783,666.6656,PUMP OFF,0.2708574188998158
1,139,30.537294,35.250412,670.5121,PUMP OFF,0.2691724665933734
1,140,30.558064,35.091717,677.1258,PUMP OFF,0.2685721685190155
1,141,30.57076,35.048424,684.92865,PUMP OFF,0.2699358712952269
1,142,30.568733,35.213814,692.2559,PUMP ON,-0.44884354733389936
1,143,30.505358,35.20795,665.8771,PUMP OFF,0.2742811088979141
1,144,30.445381,35.448593,669.42163,PUMP OFF,0.2781756591466534
1,145,30.31702,35.614506,673.76245,PUMP OFF,0.2753218032707467
1,146,30.442228,35.570797,678.36584,PUMP OFF,0.2784805271154511
1,147,30.377272,35.803246,683.2993,PUMP OFF,0.27859600541258794
1,148,30.339256,35.72264,689.4052,PUMP OFF,0.2767583758286786
1,149,30.394037,35.62989,696.7805,PUMP ON,-0.4390353166959826
1,150,30.162775,35.577522,679.77875,PUMP OFF,0.3643065422237305
1,151,29.925842,35.588318,687.1569,PUMP OFF,0.36589741246635754
1,152,29.794075,35.787178,692.5008,PUMP ON,-0.3523123632156215
1,153,29.735268,36.010956,666.0233,PUMP OFF,0.3667541751267385
1,154,29.620441,35.89427,669.9344,PUMP OFF,0.36821725452766224
1,155,29.696535,36.077156,676.8015,PUMP OFF,0.3660078619898009
1,156,29.692846,35.800983,681.11554,PUMP OFF,0.36488066083484777
1,157,29.808722,35.660084,684.7809,PUMP OFF,0.2815814330754882
1,158,30.070044,35.422787,691.55194,PUMP ON,-0.3562518793186095
1,159,29.880287,35.518517,670.2062,PUMP OFF,0.3637400340849943
1,160,29.877121,35.517506,676.98193,PUMP OFF,0.3643707293171612
1,161,29.884464,35.59634,680.7758,PUMP OFF,0.36347583257330973
1,162,29.789211,35.484478,688.345,PUMP OFF,0.36477079589306816
1,163,29.809294,35.64635,693.3244,PUMP ON,-0.3569836273218386
1,164,29.850899,35.427048,666.2794,PUMP OFF,0.3632269342371826
1,165,29.81279,35.453365,671.44507,PUMP OFF,0.3629582029101217
1,166,29.71176,35.419777,677.5413,PUMP OFF,0.36380074641644244
1,167,29.775303,35.525093,680.8963,PUMP OFF,0.3687808525812544
1,168,29.774984,36.147606,684.6317,PUMP OFF,0.36316868996507085
1,169,29.838182,35.446087,690.7001,PUMP ON,-0.3543439525864819
1,170,29.844053,35.757008,669.95605,PUMP OFF,0.36350711786279283
1,171,29.972462,35.488388,677.47943,PUMP OFF,0.2837581158773998
1,172,30.060968,35.672188,683.32605,PUMP OFF,0.27905934351666306
1,173,30.132267,35.263084,687.64294,PUMP OFF,0.27751384974787263
1,174,30.1843,35.19998,691.6794,PUMP ON,-0.439097319240855
1,175,30.080599,35.364334,663.75287,PUMP OFF,0.27916579568431105
1,176,30.296265,35.686386,670.26544,PUMP OFF,0.28063378645274684
1,177,30.25001,35.75425,677.55194,PUMP OFF,0.280319276221101
1,178,30.158367,35.485825,682.3501,PUMP OFF,0.2785323174781176
1,179,30.211508,35.39531,686.0148,PUMP OFF,0.2771321719115229
1,180,30.243544,35.300377,690.98303,PUMP ON,-0.44372602383725335
1,181,30.267385,35.252712,673.52783,PUMP OFF,0.2777705946209552
1,182,30.254942,35.408676,681.0359,PUMP OFF,0.28021880884687755
1,183,30.094126,35.312668,684.7816,PUMP OFF,0.3630077532745256
1,184,29.840212,35.42597,690.3471,PUMP OFF,0.3587314862371502
1,185,29.59288,34.891438,696.59393,PUMP ON,-0.36295788872546697
1,186,29.534048,34.680264,680.71643,PUMP OFF,0.35826224803485685
1,187,29.34521,34.832783,686.3916,PUMP OFF,0.35648766798337195
1,188,29.391542,34.61096,691.53125,PUMP ON,-0.36240020834478875
1,189,29.281975,34.749973,662.2227,PUMP OFF,0.35725634531302625
1,190,29.333769,34.707043,667.0293,PUMP OFF,0.3546319363967973
1,191,29.227938,34.37899,672.13446,PUMP OFF,0.3547551059296652
1,192,29.231003,34.39439,679.11285,PUMP OFF,0.35221589520267976
1,193,29.18355,34.07699,686.6073,PUMP OFF,0.353380696826825
1,194,29.361181,34.222588,690.78546,PUMP ON,-0.3659303716716049
1,195,29.239948,34.308704,672.4982,PUMP OFF,0.3556743998339929
1,196,29.140362,34.5093,677.44116,PUMP OFF,0.35572194809964697
1,197,29.165136,34.515244,685.1023,PUMP OFF,0.35312238724764755
1,198,29.296066,34.1903,691.658,PUMP ON,-0.365065349540847
1,199,29.160467,34.416832,669.4353,PUMP OFF,0.3549376976373479
1,200,29.371552,34.417213,677.40814,PUMP OFF,0.3554217056525809
2,1,18.283012,30.4106,287.83722,PUMP OFF,0.28631057750712463
2,2,18.138277,30.493132,294.23624,PUMP OFF,0.28455160473788077
2,3,18.068186,30.448484,297.31744,PUMP OFF,0.288359479167694
2,4,18.241701,30.49068,303.114,PUMP OFF,0.29191601416575763
2,5,18.47659,30.34803,308.61072,PUMP OFF,0.2897694906585316
2,6,18.403921,30.261385,313.1622,PUMP OFF,0.2856050034207517
2,7,18.206177,30.235184,319.26544,PUMP OFF,0.2845738574085202
2,8,18.236738,30.029888,325.81885,PUMP OFF,0.2859869546089333
2,9,18.319347,30.0,330.3445,PUMP OFF,0.28416312364620144
2,10,18.228157,30.0,335.38574,PUMP OFF,0.2847290125793819
2,11,18.25645,30.0,343.34207,PUMP OFF,0.28092457436681934
2,12,18.066229,30.0,349.54626,PUMP OFF,0.28197518698034796
2,13,18.097052,30.054268,354.04947,PUMP OFF,0.27990035910213246
2,14,17.980192,30.087063,357.58063,PUMP OFF,0.27517208826625217
2,15,17.778605,30.0,362.00186,PUMP OFF,0.27855097887971275
2,16,17.94755,30.0,366.45718,PUMP OFF,0.2815595097560656
2,17,18.097975,30.0,374.20065,PUMP OFF,0.2813756223256168
2,18,18.052013,30.091917,380.4325,PUMP OFF,0.2792570590726809
2,19,17.95175,30.07776,385.73895,PUMP OFF,0.2760517997956922
2,20,17.807806,30.036959,393.0002,PUMP OFF,0.27767847456864986
2,21,17.79887,30.262634,396.3626,PUMP OFF,0.1955612657208791
2,22,17.68646,30.279007,403.0237,PUMP OFF,0.19409515217256026
2,23,17.559702,30.412638,410.2238,PUMP OFF,0.19359966402150963
2,24,17.643423,30.141401,414.45746,PUMP OFF,0.1917194584849569
2,25,17.51007,30.239758,418.31183,PUMP OFF,0.1922278219155976
2,26,17.511307,30.30021,422.17468,PUMP OFF,0.18960474254074722
2,27,17.364902,30.338337,428.2742,PUMP OFF,0.1886730432080504
2,28,17.390814,30.157095,432.32254,PUMP OFF,0.18339927587560986
2,29,17.144825,30.112848,440.07614,PUMP OFF,0.1840005927100809
2,30,17.108362,30.27917,445.29883,PUMP OFF,0.18406013299326193
2,31,17.025242,30.494413,448.68637,PUMP OFF,0.1872535171567654
2,32,17.207052,30.439058,452.9226,PUMP OFF,0.18954406015715258
2,33,17.223951,30.68313,456.36823,PUMP OFF,0.18867263387228866
2,34,17.315186,30.346117,460.585,PUMP OFF,0.18479921639337937
2,35,17.208902,30.127644,463.63498,PUMP OFF,0.1864317711166395
2,36,17.319841,30.054369,471.2821,PUMP OFF,0.18582463647942338
2,37,17.30052,30.026777,478.42084,PUMP OFF,0.18502426564875926
2,38,17.267555,30.009148,482.53094,PUMP OFF,0.1841157499361286
2,39,17.225788,30.0,486.9547,PUMP OFF,0.1835240225036895
2,40,17.172699,30.058756,492.14816,PUMP OFF,0.1830294601980929
2,41,17.131243,30.100576,498.43466,PUMP OFF,0.18538955921696115
2,42,17.225151,30.160818,504.47452,PUMP OFF,0.18655153369499636
2,43,17.330233,30.043362,510.04996,PUMP OFF,0.18703653561546005
2,44,17.371826,30.0,514.90356,PUMP OFF,0.18517734861059792
2,45,17.278868,30.0,521.8169,PUMP OFF,0.18579518552313531
2,46,17.30976,30.0,527.39215,PUMP OFF,0.18592311130928935
2,47,17.30962,30.016336,533.3443,PUMP OFF,0.19002883017256678
2,48,17.521442,30.0,540.0934,PUMP OFF,0.18853994998291668
2,49,17.446997,30.0,544.4933,PUMP OFF,0.18953975489420927
2,50,17.496988,30.0,549.27203,PUMP OFF,0.18819530901839707
2,51,17.429766,30.0,556.74854,PUMP OFF,0.18995322301633671
2,52,17.517662,30.0,563.4772,PUMP OFF,0.19151589696114485
2,53,17.570595,30.063002,566.9902,PUMP OFF,0.19191748722958146
2,54,17.615875,30.0,570.7604,PUMP OFF,0.19244403631224175
2,55,17.626688,30.038786,578.32544,PUMP OFF,0.19731850126889897
2,56,17.826416,30.148771,584.4393,PUMP OFF,0.1991444136890571
2,57,17.836815,30.351013,589.4593,PUMP OFF,0.20241624411509335
2,58,18.020952,30.299652,592.8409,PUMP OFF,0.2064276337534809
2,59,18.22472,30.291655,600.55804,PUMP OFF,0.20982000676779225
2,60,18.266514,30.611216,605.73724,PUMP OFF,0.20648229511575708
2,61,18.212206,30.329771,613.1611,PUMP OFF,0.21071805467039403
2,62,18.380949,30.437382,621.0095,PUMP OFF,0.2109899432044898
2,63,18.331383,30.595284,627.8425,PUMP OFF,0.21245662534588428
2,64,18.343218,30.749035,632.38367,PUMP OFF,0.21114927464427666
2,65,18.29781,30.699137,637.6069,PUMP OFF,0.21072003381525747
2,66,18.210049,30.864883,643.1832,PUMP OFF,0.21317701294539287
2,67,18.154491,31.3109,647.2901,PUMP OFF,0.21697534834209764
2,68,18.26781,31.502392,654.71735,PUMP OFF,0.21971246968848057
2,69,18.343056,31.65642,661.26324,PUMP OFF,0.2194428521659596
2,70,18.425274,31.417171,666.819,PUMP OFF,0.22357773918400617
2,71,18.54703,31.629642,672.8451,PUMP OFF,0.2256294113560773
2,72,18.547878,31.883982,676.406,PUMP OFF,0.22278514240376765
2,73,18.42383,31.838566,684.1754,PUMP OFF,0.2224517286714973
2,74,18.38922,31.883419,689.66675,PUMP ON,-0.4989896309781785
2,75,18.285862,31.961641,663.3977,PUMP OFF,0.22071633662208456
2,76,18.283518,31.930748,667.3946,PUMP OFF,0.21859356617997247
2,77,18.265806,31.709679,670.9164,PUMP OFF,0.2171834268199897
2,78,18.128754,31.876041,675.19574,PUMP OFF,0.2162042939012087
2,79,18.197546,31.58167,681.1776,PUMP OFF,0.2199052333384024
2,80,18.294935,31.800817,686.5074,PUMP OFF,0.21909099350656974
2,81,18.24686,31.819221,690.45575,PUMP ON,-0.4993623309441418
2,82,18.289125,31.906893,670.8066,PUMP OFF,0.2192624644236041
2,83,18.18695,31.99043,674.8637,PUMP OFF,0.21979918060362827
2,84,18.228493,31.953669,678.99817,PUMP OFF,0.22369714947621103
2,85,18.399395,32.013657,683.4743,PUMP OFF,0.22232977990927233
2,86,18.376896,31.898981,686.91583,PUMP ON,-0.49422077571918005
2,87,18.58134,31.81905,663.88055,PUMP OFF,0.22697303472123997
2,88,18.612146,31.891264,671.34845,PUMP OFF,0.22088425132912407
2,89,18.460587,31.509068,677.1978,PUMP OFF,0.2274916720428071
2,90,18.629597,31.912468,683.1446,PUMP OFF,0.22629745824644562
2,91,18.636332,31.746351,688.977,PUMP ON,-0.4949869816598504
2,92,18.49918,31.928679,673.4276,PUMP OFF,0.22200430999958445
2,93,18.432714,31.718752,679.13745,PUMP OFF,0.21986393481278493
2,94,18.336561,31.69159,683.1765,PUMP OFF,0.22197937504863652
2,95,18.311089,32.019703,687.1842,PUMP ON,-0.500107548501616
2,96,18.396494,31.545324,669.3847,PUMP OFF,0.21951357170535762
2,97,18.331667,31.660028,676.4384,PUMP OFF,0.21963860848753558
2,98,18.41509,31.467098,680.2542,PUMP OFF,0.2215874970708781
2,99,18.459854,31.598799,687.8192,PUMP ON,-0.49394935226299763
2,100,18.442488,32.200108,661.1306,PUMP OFF,0.22375460315854362
2,101,18.323633,32.210243,666.327,PUMP OFF,0.22543856190065958
2,102,18.347223,32.361763,670.5269,PUMP OFF,0.22439012973761682
2,103,18.377707,32.1545,678.01715,PUMP OFF,0.22927944019357038
2,104,18.533003,32.377422,682.8678,PUMP OFF,0.2300917598623141
2,105,18.531076,32.483776,689.6901,PUMP ON,-0.4833686900649923
2,106,18.760393,32.72793,674.496,PUMP OFF,0.23484080547489355
2,107,18.758665,32.50844,680.1205,PUMP OFF,0.23100464172807272
2,108,18.580343,32.47472,683.635,PUMP OFF,0.23137320735652808
2,109,18.728445,32.15054,688.68774,PUMP ON,-0.4887254883387657
2,110,18.685032,32.246735,666.5799,PUMP OFF,0.23065849507582828
2,111,18.673338,32.198967,669.80646,PUMP OFF,0.23251247561775545
2,112,18.75299,32.231583,673.6974,PUMP OFF,0.23509701135331149
2,113,18.811852,32.4075,678.98425,PUMP OFF,0.2341082258056184
2,114,18.828295,32.24279,686.3322,PUMP OFF,0.23316568960820952
2,115,18.925835,31.881123,692.303,PUMP ON,-0.48691530403105854
2,116,18.906422,31.919535,664.7189,PUMP OFF,0.23631250970656092
2,117,18.981508,32.135296,668.1884,PUMP OFF,0.24018576464294814
2,118,19.071594,32.394238,673.78516,PUMP OFF,0.24211781366997925
2,119,19.104723,32.552917,679.6635,PUMP OFF,0.2456012508991198
2,120,19.272114,32.569874,684.6029,PUMP OFF,0.24655119721534938
2,121,19.28734,32.65055,689.55817,PUMP ON,-0.4743601045196338
2,122,19.266474,32.588806,669.2211,PUMP OFF,0.24701747422703074
2,123,19.18882,32.955135,675.7749,PUMP OFF,0.24667442166488607
2,124,19.294111,32.649025,679.58765,PUMP OFF,0.24804540695746405
2,125,19.164886,33.14346,687.55383,PUMP ON,-0.4712081269139926
2,126,19.099358,33.40059,664.6326,PUMP OFF,0.24750238677163294
2,127,19.108286,33.217087,670.998,PUMP OFF,0.24812644344599405
2,128,19.1368,33.223804,675.707,PUMP OFF,0.25165536308148234
2,129,19.252014,33.37689,679.8674,PUMP OFF,0.2509148692022263
2,130,19.225903,33.3496,686.4245,PUMP OFF,0.25212076967495767
2,131,19.259756,33.415707,693.6313,PUMP ON,-0.4684254337880161
2,132,19.28719,33.278847,677.21796,PUMP OFF,0.25320079639277887
2,133,19.284994,33.487617,680.3977,PUMP OFF,0.2450679218376532
2,134,18.971743,33.254135,686.74915,PUMP OFF,0.24494659468791513
2,135,18.928326,33.34751,692.54834,PUMP ON,-0.47803552684672745
2,136,18.89421,33.06003,676.5486,PUMP OFF,0.23966071574385772
2,137,18.819656,32.958447,681.7812,PUMP OFF,0.2399348010465751
2,138,19.042082,32.436646,686.0597,PUMP OFF,0.2417787633749918
2,139,19.07899,32.57487,691.90045,PUMP ON,-0.47698230031228384
2,140,19.140709,32.57544,663.4337,PUMP OFF,0.2419725925893457
2,141,19.093027,32.564007,668.0864,PUMP OFF,0.23920320746109144
2,142,18.89534,32.71205,674.4829,PUMP OFF,0.24475832621098972
2,143,19.081934,32.939957,678.6685,PUMP OFF,0.24381472106599894
2,144,19.14935,32.653465,681.97754,PUMP OFF,0.24343053915006405
2,145,19.118488,32.6826,688.71136,PUMP ON,-0.47836285131944206
2,146,19.077694,32.56041,671.08575,PUMP OFF,0.2401578333850419
2,147,19.001404,32.56622,678.0967,PUMP OFF,0.23787699915457544
2,148,18.906141,32.51927,684.93713,PUMP OFF,0.2372017700484678
2,149,18.91353,32.416393,690.3571,PUMP ON,-0.4825220548517455
2,150,19.084465,32.023582,662.24744,PUMP OFF,0.2362741976004559
2,151,18.977882,32.13957,668.57434,PUMP OFF,0.23646777797484284
2,152,18.974443,32.172363,674.01447,PUMP OFF,0.24207153693256434
2,153,19.208122,32.288635,679.6115,PUMP OFF,0.2401819302590893
2,154,19.124187,32.26227,687.4429,PUMP ON,-0.4803773003422318
2,155,19.045069,32.390163,667.8111,PUMP OFF,0.23978905285475632
2,156,19.046824,32.40657,673.8656,PUMP OFF,0.23952501892302572
2,157,19.014214,32.455093,678.7653,PUMP OFF,0.2410027216270526
2,158,19.094114,32.440056,682.2269,PUMP OFF,0.24067841378403196
2,159,19.102465,32.37864,687.368,PUMP ON,-0.48383708143294707
2,160,18.948166,32.19995,672.2913,PUMP OFF,0.236332637243988
2,161,18.996666,32.099915,676.3489,PUMP OFF,0.2316230128239793
2,162,18.794193,32.01739,679.4227,PUMP OFF,0.2329494778222144
2,163,18.921999,31.863688,686.6524,PUMP ON,-0.4823493653619363
2,164,19.060553,32.104946,659.4991,PUMP OFF,0.24062258880351842
2,165,19.133009,32.2953,665.4637,PUMP OFF,0.2395425856596838
2,166,18.96828,32.57212,672.01556,PUMP OFF,0.23964595523833992
2,167,18.893553,32.771862,678.47144,PUMP OFF,0.2381759626298536
2,168,18.91981,32.522472,685.07196,PUMP OFF,0.23940720869012522
2,169,19.050537,32.349556,688.4336,PUMP ON,-0.4799959854943404
2,170,19.142616,32.19396,670.3529,PUMP OFF,0.24070757841379106
2,171,19.195786,32.148983,673.8971,PUMP OFF,0.24313337774434068
2,172,19.23305,32.359047,679.73175,PUMP OFF,0.24498497697828586
2,173,19.359224,32.275063,683.8466,PUMP OFF,0.24523833985458
2,174,19.327059,32.387142,687.5123,PUMP ON,-0.4759523819526833
2,175,19.28086,32.3538,667.8613,PUMP OFF,0.245065245308235
2,176,19.315777,32.393715,674.2553,PUMP OFF,0.24632417585687208
2,177,19.353075,32.457836,677.2834,PUMP OFF,0.2512499250918405
2,178,19.36121,33.053215,683.7103,PUMP OFF,0.2569939383393647
2,179,19.546156,33.308853,688.7371,PUMP ON,-0.46968802971838847
2,180,19.237793,33.24451,665.41003,PUMP OFF,0.24800529957769865
2,181,19.153244,33.16755,672.71405,PUMP OFF,0.2468377786418335
2,182,19.148193,33.034237,675.716,PUMP OFF,0.2442443465486232
2,183,18.973461,33.146893,679.2131,PUMP OFF,0.24345466027093632
2,184,18.99712,32.989033,684.62146,PUMP OFF,0.24635555414663582
2,185,19.022377,33.2885,687.697,PUMP ON,-0.4716275780242394
2,186,19.06399,33.436577,669.6044,PUMP OFF,0.2514393988320079
2,187,19.11176,33.700527,677.5821,PUMP OFF,0.2541437175359716
2,188,19.250183,33.69251,681.1601,PUMP OFF,0.25891108627706144
